PeriodId,cHRev-21132-farreplacerandom,AuthorshipRec-21133-farreplacerandom,RevOwnRec-21134-farreplacerandom,RetentionRec-21135-farreplacerandom,LearnRec-21136-farreplacerandom,TurnoverRec-21137-farreplacerandom,WhoDo-21138-farreplacerandom,cHRev-21140-add,AuthorshipRec-21141-add,RevOwnRec-21142-add,RetentionRec-21143-add,LearnRec-21144-add,TurnoverRec-21145-add,WhoDo-21146-add,TurnoverRec-21147-addAndReplace,TurnoverRec-21148-addHoarded_2,TurnoverRec-21149-addHoarded_3,TurnoverRec-21150-addHoarded_4
1,15.7532563402911,17.5855647883662,16.7123516051341,15.4159949053211,2.16188524417025,9.68678127552207,17.270974765624,23.1089489809022,26.4480489407066,24.0478228623645,24.5739170909038,12.9466138443177,20.5575332226648,24.8345841333946,11.5817218176227,20.1488935461001,19.6609524427844,19.3824111651832
2,2.29288539852697,5.36458039419632,0.74150832050619,3.86542282757589,-10.6120196230427,5.08451028849861,-1.79869597379101,12.5211069016871,13.6251081684898,11.317525457988,13.0762737012693,6.27967682162143,13.5025552747803,10.2214543574877,7.72334777293486,12.0814142006224,11.8295826115555,11.1272906858715
3,1.98844070024038,3.07930223108079,0.534915502266098,3.91865688657984,-12.0585259806335,-0.862879463142763,-1.05925423640914,7.27150761861826,7.03848472351729,8.16562489111079,7.9712025013321,2.79562583905304,5.85121820065702,6.73290252605712,-0.609701475392066,3.2153254143934,1.86369284116985,1.25295851231797
4,0.591725113965214,0.224207247360342,0.335159030444765,2.5613868294194,-11.1421549500832,0.535385652416531,-2.43584008571808,4.63008631024635,4.52696397455545,4.88762783737486,4.57334740231763,1.84186789572693,4.80165440102001,4.28955065251129,1.76320326188839,2.87379014606806,2.29224084318844,2.16153082576327
5,0.374503941072479,0.346727687190218,0.499098991165581,2.21842618348487,-7.19604050950806,-0.166019527372807,-1.52939506482178,5.21710341724793,5.16589543386079,5.88566561909993,6.06006726846744,2.9338512002143,4.93181756269396,4.96453600382407,0.425004196390821,2.87898895329421,2.42951644252107,2.1226957775315
6,-0.78779763028678,-1.53006739126813,-2.22970482179915,1.96741211169926,-14.8403804433903,-0.713051546655785,-5.83653931388303,4.39354380068795,4.19303718122557,5.45044700025443,5.80242342779618,1.00763150870804,5.22416183436338,2.79606534022132,0.0549687346345085,2.67697567588756,1.34768494143422,1.04521727195401
7,-1.23110495068827,-0.194992861132093,0.0988144840232241,1.55810228695741,-10.0001382742088,-0.833621641445703,-3.08571643505019,2.74083871761366,3.47266532681836,4.01388884990432,4.26697752808154,0.373082028955318,3.63948935893912,2.39289995377807,-0.104535991860188,1.68875847130581,1.35497779353309,1.17983120857543
8,-0.548258702125648,-1.1213257289959,0.940616598272714,3.67767598833486,-14.3544828757869,-1.0288729557516,-5.93643625317004,4.66487086783307,5.00451742709149,5.89995251971889,6.70047547149655,1.09733305849682,5.58063968725073,2.80906322309473,0.657586758008954,3.67042132501278,2.7295748028243,2.46323800106656
9,0.712441842882483,-1.0009166856409,1.20028687529303,2.89512571199653,-10.6498113296619,-0.376422598891424,-4.94651760202106,4.623273532786,3.32209894310007,5.22524309511572,5.59445853911997,1.23077802375713,4.55512051974505,2.87409108746031,-0.159815348336889,2.33084613345833,1.98298068608977,1.27446408385208
10,0.242319197990404,-1.20144815145593,1.59187843176563,2.98720505584664,-8.30031626189385,-0.0594585984974971,-2.84710349850822,4.26585216107129,4.21398165767866,5.76333142541436,5.86477287315492,1.27105555355151,4.73377609364567,2.84754747975873,1.47012957880388,2.49549641617883,1.78945881780359,1.42545813494885
11,-0.811670834371125,-1.22325831393867,0.883835102476538,1.19970643365608,-6.94661993918178,-0.904931773859108,-2.64543589491613,2.90173309856445,3.32295575578954,3.41736015486749,3.70216919505169,0.890635004285323,3.16722742006892,1.87099026314268,-0.310290973405702,1.51376383980724,1.20961892369476,0.915453614573591
12,-0.456376417092086,-1.04176119932118,0.929191330812373,1.41609457556506,-8.93491649162991,-0.789929411306967,-2.28047477136465,3.36913251991544,2.99117353718572,4.99984195983585,4.87944581799138,1.05911459821932,4.99455836723337,2.41070669521875,-0.163658265672817,3.07258681910183,2.28733361441134,1.74383443785684
13,-0.398867019462579,-1.06101200078549,0.466754370812894,1.23086117572437,-7.67917735979641,-1.10047411307179,-1.38263126753619,2.73901869118065,2.30675971810463,3.36202823945564,3.26693304913104,1.03127664549232,3.14374813707896,2.52395026962946,-1.94770289236105,1.03838112084094,0.48516377600778,0.20008744106923
14,0.351556144704923,-0.579425640754561,0.686700213172964,0.891630422891554,-5.47391792305466,-0.51679730927644,-2.36875751540491,2.49189326792398,1.85532210983688,2.48636384839358,2.55005980170104,0.369343758531104,2.00231301563523,1.25040209809402,-0.0185344477267591,0.96913915263932,0.621996703822658,0.442146509899177
15,1.06629968242606,0.0779300381108072,1.49388198389115,2.31844260907117,-6.19893786241026,0.407984841241138,-1.97809073735938,3.17247112574139,3.14170806501666,3.59956198102664,3.60385169770279,0.75745541675627,3.35646735409885,2.05852323008753,1.04050987730513,2.21611036859892,1.8641750253394,1.30499166248121
16,1.77388149381918,1.06922565041909,2.17621642464774,3.63006480760697,-6.07853879168337,0.585167099953621,-1.14307686965263,3.98966599372734,4.02344282815481,4.69598395032746,5.08081383795229,2.09659562736215,4.37192008976728,2.59966523313253,1.74232821859237,2.75408964149522,2.34534593425668,2.01111339648845
17,-1.32581333632777,-0.747079125267336,0.619018474477029,0.813393239628923,-8.60452643428712,-1.25187978260304,-3.67944183714018,2.40898100309619,2.84709586215153,3.64095222265788,4.30133669652186,0.57255484336356,3.94392234097494,1.24103222478258,0.345027686853205,1.46327115934961,1.04496359054753,0.455464139179673
Median,0.351556144704923,-0.579425640754561,0.74150832050619,2.31844260907117,-8.60452643428712,-0.51679730927644,-2.36875751540491,4.26585216107129,4.02344282815481,4.99984195983585,5.08081383795229,1.09733305849682,4.73377609364567,2.79606534022132,0.345027686853205,2.67697567588756,1.8641750253394,1.30499166248121
Average,1.15220123326853,1.06154417283315,1.62826605396252,3.09209423831529,-8.64168351800485,0.452675907985709,-1.6283783877131,5.5594134122849,5.73525056784022,6.28583658323002,6.58050152352891,2.26791127461249,5.78577193415398,4.63046851598091,1.38174050048702,3.94636778730321,3.36113292888143,2.97106981580074
